original	google_translation
unhesitatingly	ohne Zögern
unhidden	unversteckt
unhindered	ungehindert
unhinge	unhinge
unhistorical	unhistorisch
unhitch	ausspannen
unhitched	entkoppelt
unhittable	unschlagbar
unholy	unheilig
unhook	aushängen
unhooked	ausgehakt
unhopeful	hoffnungslos
unhopefully	hoffnungslos
unhurried	ohne Eile
unhurriedly	in aller Ruhe
unhurriedness	Gemütlichkeit
unhurt	unverletzt
unhygienic	unhygienisch
unhyphenated	ohne Bindestrich
unicorn	Einhorn
unicycle	Einrad
unicyclist	Einradfahrer
unidentifiable	nicht identifizierbar
unidentifiably	nicht identifizierbar
unidentified	unbekannt
unidimensional	eindimensional
unidirectional	unidirektional
unification	Vereinigung
unified	einheitlich
uniform	Uniform
uniformed	uniformiert
uniformity	Gleichmäßigkeit
uniformly	gleichmäßig
unify	vereinheitlichen
unifying	vereinigend
unilateral	einseitig
unilateralism	Unilateralismus
unilateralist	unilateralistisch
unilaterally	einseitig
unilingual	einsprachig
unimaginable	unvorstellbar
unimaginably	unvorstellbar
unimaginative	einfallslos
unimaginatively	einfallslos
unimaginativeness	Einfallslosigkeit
unimagined	unvorstellbar
unimpaired	unbeeinträchtigt
unimpassioned	leidenschaftslos
unimpeachable	unanfechtbar
unimportance	Bedeutungslosigkeit
unimportant	unwichtig
unimposing	unscheinbar
unimpressed	unbeeindruckt
unimpressionable	unbeeindruckbar
unimpressive	unscheinbar
unimpressively	unscheinbar
unimproved	unverbessert
unincorporated	nicht eingetragen
unindicted	nicht angeklagt
unindustrialized	unindustrialisiert
uninfected	nicht infiziert
uninfluenced	unbeeinflusst
uninformed	nicht informiert
uninhabitable	unbewohnbar
uninhabited	unbewohnt
uninhibited	hemmungslos
uninitiated	uneingeweiht
uninjured	unverletzt
uninspected	ungeprüft
uninspired	uninspiriert
uninspiring	uninspirierend
uninstall	deinstallieren
uninstalled	deinstalliert
uninstructed	uninstruiert
uninsurable	nicht versicherbar
uninsured	unversichert
unintelligence	Unintelligenz
unintelligent	unintelligent
unintelligently	unintelligent
unintelligibility	Unverständlichkeit
unintelligible	unverständlich
unintelligibly	unverständlich
unintended	unbeabsichtigt
unintentional	unbeabsichtigt
uninterested	uninteressiert
uninterestedly	desinteressiert
uninterestingly	uninteressant
uninterrupted	ununterbrochen
uninterruptible	ununterbrochen
unintuitive	unintuitiv
uninventive	einfallslos
uninvestigated	nicht untersucht
uninvited	ohne Einladung
uninvolved	unbeteiligt
union	Union
unionism	Unionismus
unionization	Gewerkschaftsbildung
unionize	gewerkschaftlich organisieren
unique	einzigartig
uniquely	einzigartig
uniqueness	Einzigartigkeit
unisex	unisex
unisexual	unisex
unison	Einklang
unissued	unveröffentlicht
unit	Einheit
unite	Vereinen
united	vereinigt
uniting	Vereinigung
unity	Einheit
universal	Universal-
universalism	Universalismus
universality	Universalität
universalize	universalisieren
universe	Universum
university	Universität
unjacketed	entmantelt
unjust	ungerecht
unjustifiable	nicht zu rechtfertigen
unjustifiably	ungerechtfertigt
unjustified	ungerechtfertigt
unjustly	ungerecht
unjustness	Ungerechtigkeit
unkempt	ungepflegt
unkind	nicht nett
unkindly	unfreundlich
unkindness	Unfreundlichkeit
unknot	entknoten
unknotted	ungeknotet
unknowable	unerkennbar
unknowing	unwissend
unknowingly	unwissentlich
unknowingness	Unwissenheit
unknowledgeable	unerkennbar
unknown	Unbekannt
unlabeled	unbeschriftet
unlabored	arbeitslos
unlace	aufschnüren
unlaced	ungeschnürt
unladylike	undamenhaft
unlashed	entfesselt
unlatch	entriegeln
unlawful	rechtswidrig
unlawfully	rechtswidrig
unleaded	bleifrei
unlearn	verlernen
unlearned	verlernt
unleash	entfesseln
unleashed	entfesselt
unleavened	ungesäuert
unless	es sei denn
unlettered	unbeschriftet
unlevel	uneben
unleveled	uneben
unlicensed	nicht lizenziert
unlikable	unsympathisch
unlike	nicht wie
unlikeable	unsympathisch
unlikelihood	Unwahrscheinlichkeit
unlikely	unwahrscheinlich
unlimited	unbegrenzt
unlimitedly	unbegrenzt
unlined	ungefüttert
unlink	Verknüpfung aufheben
unlinked	nicht verknüpft
unlisted	nicht gelistet
unlit	unbeleuchtet
unlivable	unbewohnbar
unload	entladen
unloaded	entladen
unloader	Entlader
unlock	Freischalten
unlocked	entsperrt
unlocking	entsperren
unlooked	unversehens
unloose	lose
unloosen	lösen
unloosening	lösen
unlovable	nicht liebenswert
unloved	ungeliebt
unlovely	unschön
unloving	lieblos
unluckily	unglücklicherweise
unlucky	unglücklich
unmade	ungemacht
unmaintained	Ungepflegt
unmake	aufheben
unmanageable	unüberschaubar
unmanageably	unkontrollierbar
unmanaged	nicht verwaltet
unmanliness	Unmännlichkeit
unmanly	unmännlich
unmanned	unbemannt
unmannered	unbemannt
unmannerly	ungezogen
unmanufactured	ungefertigt
unmapped	nicht zugeordnet
unmarked	unmarkiert
unmarketable	unverkäuflich
unmarred	unversehrt
unmarried	unverheiratet
unmask	entlarven
unmasked	entlarvt
unmasking	Entlarvung
unmatchable	unübertroffen
unmatched	unübertroffen
unmeaning	bedeutungslos
unmeant	unbeabsichtigt
unmeasured	ungemessen
unmediated	unvermittelt
unmelodic	unmelodisch
unmemorable	unvergesslich
unmentionable	unaussprechlich
unmentionables	Unerwähnbares
unmentionably	unaussprechlich
unmentioned	unerwähnt
unmerciful	unbarmherzig
unmercifully	unbarmherzig
unmerge	auflösen
unmerged	nicht zusammengeführt
unmerited	unverdient
unmetered	ungemessen
unmethodically	unmethodisch
unmilitary	unmilitärisch
unmindful	unaufmerksam
unmingled	unvermischt
unmistakable	unverkennbar
unmistakably	unverkennbar
unmistaken	unverkennbar
unmitigated	ungemildert
unmixable	unmischbar
unmixed	unvermischt
unmodified	unverändert
unmold	entformen
unmolded	ungeformt
unmolested	unbehelligt
unmonitored	unüberwacht
unmoral	unmoralisch
unmorally	unmoralisch
unmotivated	unmotiviert
unmovable	unbeweglich
unmoved	unbewegt
unmoving	unbeweglich
unmusical	unmusikalisch
unmusically	unmusikalisch
unnamable	unbenennbar
unnamed	unbenannt
unnaturally	unnatürlich
unnaturalness	Unnatürlichkeit
unnecessarily	unnötigerweise
unnecessary	unnötig
unneeded	unnötig
unnerve	entnerven
unnerving	nervig
unnoted	unbemerkt
unnoticeable	unbemerkt
unnoticeably	unbemerkt
unnoticed	unbemerkt
unnoticing	unbemerkt
unnumbered	nicht nummeriert
unobedient	ungehorsam
unobjectionable	unbedenklich
unobligated	unverbindlich
unobservable	unbeobachtbar
unobservant	unaufmerksam
unobserved	unbeobachtet
unobserving	unbeobachtet
unobstructed	ungehindert
unobtainable	unerreichbar
unobtrusive	unaufdringlich
unobtrusively	unauffällig
unobtrusiveness	Unauffälligkeit
unoccupied	unbesetzt
unoffending	harmlos
unofficial	inoffiziell
unofficially	inoffiziell
unopened	ungeöffnet
unopposed	ungehindert
unordered	ungeordnet
unordinary	ungewöhnlich
unorganized	unorganisiert
unoriginal	unoriginal
unoriginality	Unoriginalität
unoriginally	unoriginal
unornamented	ohne Ornamente
unorthodox	unorthodox
unpack	auspacken
unpacked	unverpackt
unpadded	ungepolstert
unpaid	unbezahlt
unpainted	unbemalt
unpaired	ungepaart
unpalatable	ungenießbar
unparallel	unvergleichlich
unparalleled	beispiellos
unpardonable	unverzeihlich
unpardoned	unverzeihlich
unparticular	unparticular
unpatented	nicht patentiert
unpatriotic	unpatriotisch
unpatriotically	unpatriotisch
unpatrolled	unbeaufsichtigt
unpaved	ungepflastert
unpayable	unbezahlbar
unpeeled	ungeschält
unpeg	abnehmen
unperceived	unbemerkt
unperceptive	unaufmerksam
unperformed	nicht ausgeführt
unpermitted	unzulässig
unpersuasive	unpersuasive
unpersuasively	unpersuasively
unperturbed	unbeeindruckt
unperturbedly	unbeirrt
unphysical	unphysisch
unpick	abwählen
unpicked	ungepflückt
unpiloted	unpilotiert
unpin	Kumohama
unpinned	nicht angepinnt
unpitying	erbarmungslos
unplaced	unplatziert
unplanned	ungeplant
unplanted	unbepflanzt
unplayable	unspielbar
unpleasant	unangenehm
unpleasantly	unangenehm
unpleasantness	Unannehmlichkeit
unpleased	unzufrieden
unpleasing	unangenehm
unplowed	ungepflügt
unplug	ausstecken
unplugged	nicht angeschlossen
unplugging	ausstecken
unplumbed	uninstalliert
unpolished	ungeschliffen
unpolluted	unverschmutzt
unpopular	unpopulär
unpopularity	Unbeliebtheit
unpopulated	unbevölkert
unpractical	unpraktisch
unpracticed	ungeübt
unprecedented	beispiellos
unprecedentedly	beispiellos
unpredictability	Unvorhersehbarkeit
unpredictable	unvorhersehbar
unpredictably	unvorhersehbar
unpredicted	unvorhergesehen
unprejudiced	unvoreingenommen
unpremeditated	unvorhergesehen
unpremeditatedly	unvorhergesehen
unprepared	unvorbereitet
unpreparedness	Unvorbereitetheit
unpreserved	unkonserviert
unpresuming	unprätentiös
unpresumptuous	unaufdringlich
unpretending	unprätentiös
unpretentiously	unprätentiös
unpretentiousness	Anspruchslosigkeit
unpreventable	unvermeidbar
unprimed	ungrundiert
unprincipled	prinzipienlos
unprintable	nicht druckbar
unprinted	unbedruckt
unprivileged	unterpriviligiert
unproblematic	unproblematisch
unprocessed	unverarbeitet
unproduced	unproduziert
unproductive	unproduktiv
unproductively	unproduktiv
unproductiveness	Unproduktivität
unprofessed	unprofessionell
unprofessional	unprofessionell
unprofessionalism	Unprofessionalität
unprofessionally	unprofessionell
unprofitable	unrentabel
unprofitably	unrentabel
unprompted	spontan
unpronounceable	unaussprechlich
unpronounced	unausgesprochen
unprosecuted	nicht angeklagt
unprotected	ungeschützt
unproved	unbewiesen
unproven	unbewiesen
unprovoked	grundlos
unpublished	unveröffentlicht
unpunctual	unpünktlich
unpunctually	unpünktlich
unpunctuated	unpunktiert
unpunished	unbestraft
unpurified	ungereinigt
unqualified	unqualifiziert
unquenched	ungelöscht
unquestionable	unbestreitbar
unquestionably	zweifellos
unquestioned	unbestritten
unquestioning	fraglos
unquestioningly	fraglos
unquotable	nicht zitierfähig
unquote	unquote
unquoted	nicht zitiert
unraced	nicht gefahren
unranked	ohne Rang
unrated	ohne Bewertung
unravel	entwirren
unraveled	entwirrt
unraveling	sich entwirren
unreachable	unerreichbar
unreachably	unerreichbar
unreached	unerreicht
unread	ungelesen
unreadable	unleserlich
unready	unfertig
unreal	unwirklich
unrealism	Unrealismus
unrealistic	unrealistisch
unreality	Unwirklichkeit
unrealizable	nicht realisierbar
unrealized	unrealisiert
unreason	Unvernunft
unreasonable	unvernünftig
unreasonableness	Unvernunft
unreasonably	unvernünftig
unreasoned	unvernünftig
unreasoning	unvernünftig
unreasoningly	unvernünftig
unrecalled	nicht zurückgerufen
unreceptive	unempfänglich
unreciprocated	nicht erwidert
unrecognizable	unkenntlich
unrecognizably	unkenntlich
unrecognized	unerkannt
unrecorded	nicht eingetragen
unrecovered	nicht wiederhergestellt
unredeemable	uneinlösbar
unredeemed	nicht eingelöst
unreduced	ungekürzt
unreeled	abgewickelt
unreeling	abrollen
unreferenced	nicht referenziert
unrefined	unraffiniert
unreflecting	unreflektiert
unreflective	unreflektiert
unreflectively	unreflektiert
unreformed	unreformiert
unrefrigerated	ungekühlt
unregistered	nicht registriert
unregretful	ohne Bedauern
unregulated	unreguliert
unrehearsed	ungeprobt
unreinforced	unverstärkt
unrelated	unabhängig
unreleased	unveröffentlicht
unrelenting	unerbittlich
unrelentingly	unerbittlich
unreliability	Unzuverlässigkeit
unreliable	unzuverlässig
unreliably	unzuverlässig
unrelieved	unentlastet
unreligious	unreligiös
unremarkable	unauffällig
unremarked	unbemerkt
unremembered	unvergessen
unremitting	unaufhörlich
unremorseful	reuelos
unremorsefully	reuelos
unrenowned	unbekannt
unrented	unvermietet
unrepaired	unrepariert
unrepeatable	unwiederholbar
unrepeated	unwiederholt
unrepentantly	reuelos
unreported	nicht gemeldet
unrepresentative	nicht repräsentativ
unrepresented	nicht vertreten
unrepressed	nicht unterdrückt
unrequested	unaufgefordert
unrequited	unerwidert
unreserved	vorbehaltlos
unreservedly	uneingeschränkt
unreservedness	Vorbehaltlosigkeit
unresisting	widerstandslos
unresistingly	widerstandslos
unresolved	ungelöst
unrespectable	respektlos
unresponsive	reagiert nicht
unresponsively	reagiert nicht
unresponsiveness	Reaktionslosigkeit
unrest	Unruhe
unrestrained	hemmungslos
unrestrainedly	hemmungslos
unrestraint	Zügellosigkeit
unrestricted	uneingeschränkt
unrestrictedly	uneingeschränkt
unrestrictive	uneingeschränkt
unretired	nicht im Ruhestand
unreturned	nicht zurückgegeben
unrevealed	nicht offenbart
unrevealing	nicht aufschlussreich
unrevealingly	nicht aufschlussreich
unreviewable	nicht überprüfbar
unrevised	unrevidiert
unrevoked	unwiderruflich
unrewarded	unbelohnt
unrewarding	undankbar
unrigged	unmontiert
unrighteous	ungerecht
unrighteousness	Ungerechtigkeit
unrightfully	unrechtmäßig
unripe	unreif
unrivaled	konkurrenzlos
unrivalled	konkurrenzlos
unroasted	ungeröstet
unrobed	unbekleidet
unroll	abrollen
unrolled	abgerollt
unrolling	abrollen
unromantic	unromantisch
unromantically	unromantisch
unroofed	nicht überdacht
unrounded	ungerundet
unruffled	gelassen
unruliness	Widerspenstigkeit
unruly	widerspenstig
unrushed	ungestört
unsacred	unheilig
unsaddle	absatteln
unsaddled	abgesattelt
unsaddling	absatteln
unsafe	unsicher
unsafeguarded	ungesichert
unsafely	unsicher
unsaid	ungesagt
unsalaried	ehrenamtlich
unsalted	ungesalzen
unsalvageable	unrettbar
unsanctified	ungeheiligt
unsanctioned	Nicht sanktioniert
unsanitary	unhygienisch
unsatisfactorily	unbefriedigend
unsatisfactory	ungenügend
unsatisfied	nicht zufrieden
unsatisfying	unbefriedigend
unsaturated	ungesättigt
unsaved	nicht gespeichert
unsavorily	unappetitlich
unsavory	unappetitlich
unscarred	ohne Narben
unscented	parfümfrei
unscheduled	außerplanmäßig
unscholarly	unwissenschaftlich
unschooled	ungeschult
unscientific	unwissenschaftlich
unscientifically	unwissenschaftlich
unscramble	entschlüsseln
unscrambled	entschlüsselt
unscrambling	entschlüsseln
unscratched	unzerkratzt
unscreened	ungeschirmt
unscrew	abschrauben
unscrewed	abgeschraubt
unscrewing	abschrauben
unscripted	improvisiert
unscrupulous	skrupellos
unscrupulously	skrupellos
unscrupulousness	Skrupellosigkeit
unsealed	entsiegelt
unsealing	entsiegeln
unsearchable	undurchsuchbar
unsearchableness	Unerforschlichkeit
unsearched	ungesucht
unseasonable	ungewöhnlich
unseasonably	ungewöhnlich
unseasoned	ungewürzt
unseat	abheben
unseated	abgesetzt
unseaworthy	nicht seetüchtig
unsecure	Unsicher
unsecured	ungesichert
unseeing	blind
unseeingly	unmerklich
unseen	ungesehen
unselect	abwählen
unselected	nicht ausgewählt
unselective	unselektiv
unselfconscious	unbefangen
unselfish	selbstlos
unselfishly	selbstlos
unselfishness	Selbstlosigkeit
unsent	nicht gesendet
unsentimental	unsentimental
unsentimentally	unsentimental
unserious	unserious
unserviceable	unbrauchbar
unset	nicht gesetzt
unsettle	verunsichern
unsettled	unruhig
unsettledness	Unruhe
unsettlement	Unruhe
unsettling	beunruhigend
unsexed	ungeschlechtlich
unshackle	befreien
unshackled	entfesselt
unshackling	entfesseln
unshakable	unerschütterlich
unshakably	unerschütterlich
unshaken	unerschüttert
unshaped	ungeformt
unshapely	unförmig
unshared	ungeteilt
unsharpened	ungeschärft
unshaved	unrasiert
unshaven	unrasiert
unsheathe	aus der Scheide ziehen
unsheathed	entblößt
unsheathing	aus der Hülle ziehen
unshelled	ungeschält
unsheltered	ungeschützt
unshielded	ungeschirmt
unshipped	ausgeliefert
unshrinking	unverzagt
unsighted	ungesehen
unsightliness	Unansehnlichkeit
unsightly	unansehnlich
unsigned	ohne Vorzeichen
unsinkable	unsinkbar
unskilled	ungelernt
unskillful	ungeschickt
unskillfully	ungeschickt
unsliced	ungeschnitten
unsmiling	ernst
unsmilingly	ohne zu lächeln
unsmooth	unglatt
unsmoothed	ungeglättet
unsnap	entriegeln
unsnapped	entschnappt
unsnarl	entwirren
unsociability	Ungeselligkeit
unsociable	ungesellig
unsociably	ungesellig
unsocial	unsozial
unsoiled	unverschmutzt
unsold	unverkauft
unsolicited	unaufgefordert
unsolvable	unlösbar
unsolved	ungelöst
unsophisticated	ungekünstelt
unsorted	unsortiert
unsought	ungesucht
unsound	ungesund
unsoundly	ungesund
unsoundness	Unzulänglichkeit
unsown	ungesehen
unsparingly	schonungslos
unspeakable	unaussprechlich
unspeakably	unsagbar
unspeaking	unaussprechlich
unspecialized	unspezialisiert
unspecific	unspezifisch
unspecified	nicht spezifiziert
unspectacular	unspektakulär
unspectacularly	unspektakulär
unspent	nicht ausgegeben
unspiritual	unspirituell
unspoiled	unberührt
unspoken	unausgesprochen
unsponsored	nicht gesponsert
unsporting	unsportlich
unsportsmanlike	unsportlich
unstable	instabil
unstableness	Instabilität
unstably	instabil
unstaffed	unbesetzt
unstamped	ungestempelt
unstated	unausgesprochen
unstaunched	unverblümt
unsteadily	unsicher
unsteadiness	Unsicherheit
unsteady	unsicher
unsteadying	unsicher
unsterile	unsterile
unsterilized	unsterilisiert
unstilted	ungestelzt
unstipulated	unstipuliert
unstirred	ungerührt
unstitch	auftrennen
unstitched	ungenäht
unstitching	Auftrennen
unstoppable	nicht zu stoppen
unstrained	ungezwungen
unstressed	unbelastet
unstring	unstring
unstructured	unstrukturiert
unstrung	unstrung
unstuck	gelöst
unstudied	ungestudiert
unstuffed	ungefüllt
unstylish	unstylish
unsubscribed	abgemeldet
unsubscribing	Abmelden
unsubsidized	nicht subventioniert
unsubstantial	unwesentlich
unsubstantially	unwesentlich
unsubstantiated	unbegründet
unsubtly	unsubtil
unsuccessful	erfolglos
unsuccessfully	vergeblich
unsuccessfulness	Erfolglosigkeit
unsuitability	Untauglichkeit
unsuitable	ungeeignet
unsuitableness	Ungeeignetheit
unsuited	ungeeignet
unsung	unsung
unsupervised	unbeaufsichtigt
unsupplied	nicht geliefert
unsupportable	nicht erträglich
unsupported	nicht unterstützt
unsuppressed	nicht unterdrückt
unsure	unsicher
unsurpassable	unübertrefflich
unsurpassed	unübertroffen
unsurprised	nicht überraschend
unsurprising	nicht überraschend
unsusceptible	unempfindlich
unsuspected	unvermutet
unsuspended	nicht suspendiert
unsuspicious	unverdächtig
unsustainable	unhaltbar
unswayable	unbeeinflussbar
unsweetened	ungesüßt
unswerving	unerschütterlich
unswervingly	unbeirrbar
unsymmetrical	unsymmetrisch
unsympathetically	unsympathisch
unsynchronized	unsynchronisiert
unsystematically	unsystematisch
untactful	untaktvoll
untagged	ohne Tag
untainted	unbefleckt
untaken	nicht genommen
untalented	unbegabt
untamable	Untamal
untamed	ungezähmt
untangle	entwirren
