english	german
stigmatic	stigmatisch
stigmatism	stigmatismus
stigmatization	stigmatisierung
stigmatize	stigmatisieren
stiletto	stilett
still	trotzdem
stillborn	tot geboren
stillness	stille
stilt	zum schweigen gebracht
stimulant	stimulans
stimulate	stimulieren
stimulatingly	anregend
stimulation	stimulation
stimulator	stimulator
stimulatory	anregend
stimuli	reize
stimulus	stimulus
sting	stachel
stinger	stachel
stingily	geizig
stinginess	geiz
stinging	stechend
stingingly	stechend
stingless	stachellos
stinker	stinker
stinkweed	stinkkraut
stinkwood	stinkholz
stinky	stinkt
stint	stint
stipend	stipendium
stipulate	festlegen
stipulation	bestimmung
stir	aufsehen
stirrer	rührer
stirring	rühren
stirringly	mitreißend
stirrup	bügel
stitch	stich
stitchery	stickerei
stitching	nähen
stock	aktie
stockade	palisade
stockbreeder	viehzüchter
stockbroker	börsenmakler
stockbrokerage	börsenhandel
stockcar	stockcar
stocker	stocker
stockholder	aktionär
stockiness	stämmigkeit
stocking	strumpf
stockings	strümpfe
stockkeeper	lagerhalter
stockless	lagerlos
stockman	stockman
stockowner	aktienbesitzer
stockpile	vorrat
stockroom	lager
stocks	aktien
stocky	stämmig
stockyard	viehhof
stoic	stoisch
stoically	stoisch
stoicism	stoizismus
stoke	schüren
stole	stahl
stolen	gestohlen
stomach	magen
stomaching	magenbeschwerden
stomp	stampfen
stone	stein
stonecutter	steinmetz
stoned	gesteinigt
stonehearted	kaltherzig
stonemason	steinmetz
stonemasonry	steinmetz
stoner	kiffer
stonewall	steinwand
stoneware	steingut
stonework	mauerwerk
stoneworker	steinmetz
stoning	steinigung
stony	steinig
stonyhearted	steinhart
stood	stand
stooge	handlanger
stool	schemel
stoop	bücken
stooping	bücken
stoplight	ampel
stoppable	aufhaltbar
stoppage	stillstand
stopped	gestoppt
stopper	stopper
stopping	anhalten
stopwatch	stoppuhr
storable	speicherbar
storage	lagerung
store	speichern
storefront	schaufenster
storehouse	lagerhaus
storekeeper	lagerhalter
storekeeping	lagerhaltung
storeroom	abstellraum
storewide	geschäftsweit
storied	geschichtsträchtig
stork	storch
storm	sturm
stormily	stürmisch
storming	stürmend
stormy	stürmisch
story	geschichte
storyboard	storyboard
storybook	bilderbuch
storyline	handlung
storyteller	erzähler
storytelling	geschichtenerzählen
stout	stout
stoutheartedly	aus vollem herzen
stoutly	beherzt
stoutness	stärke
stove	herd
stow	verstauen
stowing	verstauen
straddle	grätschen
straddling	rittlings
straggle	umherstreifen
straggler	nachzügler
straggling	zögerlich
straggly	strähnig
straight	gerade
straightaway	sofort
straightedge	lineal
straighten	begradigen
straightforward	einfach
straightforwardly	unkompliziert
straightforwardness	geradlinigkeit
straightjacket	zwangsjacke
straightly	direkt
straightness	geradheit
strain	beanspruchung
strained	angespannt
strainer	sieb
straitlaced	engstirnig
strand	strand
stranded	gestrandet
stranding	strandung
strange	seltsam
strangely	seltsam
strangeness	fremdheit
stranger	fremder
strangle	erwürgen
stranglehold	würgegriff
strangler	würger
strangles	erwürgt
strangling	erwürgen
strangulate	erdrosseln
strangulation	strangulation
strap	gurt
strapless	trägerlos
strapped	festgeschnallt
strapping	umreifung
strategic	strategisch
strategically	strategisch
strategist	stratege
strategize	strategisieren
strategy	strategie
stratosphere	stratosphäre
stratospheric	stratosphärisch
stratus	stratus
straw	stroh
strawberry	erdbeere
strawboard	strohbrett
strawflower	strohblume
strawman	strohmann
stray	streunend
streak	strähne
streaked	gestreift
streaker	flitzer
streakiness	streifenbildung
streaky	streifig
stream	strom
streamer	streamer
streaming	streaming
streamline	rationalisieren
streamlined	stromlinienförmig
streamliner	streamliner
street	straße
streetcar	straßenbahn
streetlamp	straßenlampe
streetlight	strassenlicht
streets	straßen
streetwalker	straßenmädchen
streetwalking	straßengang
streetwise	straßenmäßig
strength	stärke
strengthen	stärken
strengthener	stärker
strengthening	stärkung
strenuous	anstrengend
strenuously	anstrengend
strep	strep
stress	stress
stressfully	stressig
stressor	stressor
stretch	strecken
stretchable	dehnbar
stretcher	bahre
stretchiness	dehnbarkeit
stretchy	dehnbar
streusel	streusel
strew	streuen
strewn	lagen
stricken	angeschlagen
strictly	streng
strictness	strenge
stride	schreiten
strider	läufer
strife	streit
strike	schlagen
strikeout	durchgestrichen
striker	stürmer
striking	auffällig
strikingly	auffallend
string	zeichenfolge
stringed	aufgereiht
stringency	strenge
stringent	streng
stringently	streng
stringiness	fadenhaftigkeit
stringing	bespannen
strings	saiten
stringy	fadenförmig
strip	streifen
stripe	streifen
striped	gestreift
striper	striper
stripped	ausgezogen
stripper	stripper
stripping	strippen
striptease	striptease
stripteaser	stripteaser
strive	streben
strived	bemüht
striving	streben
strobe	blitz
strode	schritt
stroganoff	stroganoff
stroke	schlaganfall
stroking	streicheln
stroll	bummel
stroller	kinderwagen
strong	stark
strongbox	geldschrank
stronghold	hochburg
strongly	stark
strongman	starker mann
strongpoint	starker punkt
struck	geschlagen
structural	strukturell
structuralize	strukturieren
structurally	strukturell
structure	struktur
structured	strukturiert
strudel	strudel
struggle	kampf
struggler	kämpfer
strum	klimpern
strummer	strummer
strung	aufgereiht
strut	strebe
strutting	stolzieren
stub	stummel
stubbed	gestubbelt
stubbiness	stummeligkeit
stubbly	stoppelig
stubborn	hartnäckig
stubbornly	hartnäckig
stubbornness	sturheit
stubby	stämmig
stucco	stuck
stuck	gesteckt
stud	zucht
student	student
studentship	studium
studied	studiert
studio	studio
studious	fleißig
studiousness	fleiß
study	studie
stuff	sachen
stuffed	ausgestopft
stuffer	füller
stuffily	spießig
stuffiness	stickig
stuffing	füllung
stuffy	stickig
stumble	stolpern
stumbling	stolpern
stumblingly	stolpernd
stump	stumpf
stumper	stümpfe
stumpy	stumpf
stun	betäuben
stung	gestochen
stunk	stank
stunned	betäubt
stunner	umwerfend
stunning	atemberaubend
stunningly	atemberaubend
stunt	kunststück
stunted	verkümmert
stuntman	stuntman
stupefied	verblüfft
stupefy	verblüffend
stupendous	erstaunlich
stupendously	erstaunlich
stupid	dumm
stupidity	dummheit
stupidly	dumm
stupor	stupor
sturdily	stabil
sturdiness	robustheit
sturdy	robust
sturgeon	stör
stutter	stottern
stutterer	stottert
stuttering	stottern
stutteringly	stotternd
sty	stall
style	stil
styling	styling
stylish	stilvoll
stylishly	stilvoll
stylishness	eleganz
stylistically	stilistisch
stylize	stilisieren
stylized	stilisiert
stylus	stift
suave	höflich
suaveness	höflichkeit
sub	sub
subarctic	subarktis
subatomic	subatomar
subaverage	unterdurchschnittlich
subbasement	untergeschoss
subbing	subbing
subcategory	unterkategorie
subchapter	unterkapitel
subclass	unterklasse
subcommittee	unterausschuss
subcompact	kleinwagen
subconscious	unterbewusstsein
subconsciously	unbewusst
subcontract	unterauftrag
subcontracted	an subunternehmer vergeben
subcontractor	subunternehmer
subcutaneously	subkutan
subdirectory	unterverzeichnis
subdivide	unterteilen
subdividing	unterteilen
subdivision	unterteilung
subdominant	subdominante
subdue	unterwerfen
subdued	gedämpft
subduing	unterwerfen
subfloor	unterboden
subfreezing	unter dem gefrierpunkt
subheader	untertitel
subheading	unterüberschrift
subject	thema
subjected	unterworfen
subjection	unterwerfung
subjective	subjektiv
subjectively	subjektiv
subjectivism	subjektivismus
subjectivist	subjektivistisch
subjectivity	subjektivität
subjugate	unterwerfen
subjugation	unterwerfung
subjugator	unterwerfer
subjunctive	konjunktiv
sublanguage	untersprache
sublease	untermietvertrag
sublet	untervermietet
sublevel	unterebene
sublimation	sublimation
sublime	sublimieren
sublimely	erhaben
subliminally	unterschwellig
submarine	u_boot
submariner	u_bootfahrer
submerge	tauchen
submerged	untergetaucht
submergence	untertauchen
submergible	tauchfähig
submerse	untertauchen
submersed	untergetaucht
submersible	tauchfähig
submersion	untertauchen
submission	vorlage
submissive	unterwürfig
submissively	unterwürfig
submissiveness	unterwürfigkeit
submit	einreichen
submitter	einsender
suboptimal	suboptimal
suborbital	suborbital
subordinate	untergeordnet
subordinately	untergeordnet
subordinating	unterordnen
subordination	unterordnung
subpanel	unterpanel
subpar	subpar
subparagraph	unterabsatz
subpart	unterteil
subplot	nebenhandlung
subpoena	vorladung
subprime	subprime
subroutine	subroutine
subscribe	abonnieren
subscriber	teilnehmer
subscribership	abonnement
subscript	index
subscription	abonnement
subsection	unterabschnitt
subsector	teilsektor
subsequence	folge
subsequent	anschließend
subsequently	anschließend
subservience	unterwürfigkeit
subservient	unterwürfig
subserviently	unterwürfig
subset	teilmenge
subside	nachlassen
subsiding	nachlassend
subsidization	subventionierung
subsidize	subventionieren
subsidized	subventioniert
subsidy	subvention
subsistence	lebensunterhalt
subsoil	untergrund
subsonic	unterschall
subspecialist	subspezialist
subspecialty	subspezialität
subspecies	unterart
substance	substanz
substandard	minderwertig
substantial	erheblich
substantiality	substantialität
substantially	im wesentlichen
substantiate	begründen
substantiation	begründung
substantively	inhaltlich
substation	umspannwerk
substitutable	ersetzbar
substitute	ersatz
substituted	ersetzt
substituting	ersetzen
substitution	auswechslung
substitutive	ersatz
substructure	unterbau
subsurface	untergrund
subsystem	teilsystem
subterranean	unterirdisch
subterraneous	unterirdisch
subtext	subtext
subtitle	untertitel
subtle	subtil
subtleness	subtilität
subtlety	subtilität
subtly	subtil
subtotal	zwischensumme
subtract	subtrahieren
subtraction	subtraktion
subtractive	subtraktiv
subtropical	subtropisch
subtropics	subtropen
subtype	untertyp
suburb	vorort
suburban	vorort_
suburbanite	vorstadt
suburbanization	suburbanisierung
suburbanize	vorstädtisch machen
suburbanizing	vorstadtisierung
suburbia	vorstadt
subversive	subversiv
subvert	untergraben
subway	u_bahn
subzone	teilbereiche
succeed	gelingen
succeeding	erfolgreich
success	erfolg
successful	erfolgreich
successfully	erfolgreich
successfulness	erfolg
succession	nachfolge
successive	sukzessive
successively	nacheinander
successor	nachfolger
succinct	prägnant
succinctly	kurz und bündig
succulence	saftigkeit
succulent	saftig
succulently	saftig
succumb	erliegen
suck	saugen
sucker	saugnapf
suckerfish	saugfisch
suckle	säugen
suckling	säugling
suction	saugen
sudden	plötzlich
suddenly	plötzlich
suddenness	plötzlichkeit
sudoku	sudoku
suds	schaum
sudsy	schaumig
sue	verklagen
suede	wildleder
suffer	leiden
sufferable	erträglich
sufferer	leidende
suffering	leiden
suffice	genügen
sufficiency	ausreichend
sufficient	ausreichend
sufficiently	ausreichend
sufficing	ausreichend
suffix	suffix
suffocate	ersticken
suffocating	erstickend
suffocation	erstickung
suffocative	erstickend
sugar	zucker
sugarcane	zuckerrohr
sugarcoat	zuckermantel
sugared	gezuckert
sugarless	zuckerfrei
sugarplum	zuckerpflaume
sugary	zuckerhaltig
suggest	vorschlagen
suggestibility	suggestibilität
suggestible	beeinflussbar
suggesting	vorschlagen
suggestion	anregung
suggestive	suggestiv
suggestively	suggestiv
suggestiveness	suggestivkraft
suicidal	lebensmüde
suicide	selbstmord
suing	verklagen
suit	anzug
suitability	eignung
suitable	geeignet
suitableness	eignung
suitably	geeignet
suitcase	koffer
suite	suite
suiting	passend
suitor	freier
sulfate	sulfat
sulfide	sulfid
sulfite	sulfit
sulfur	schwefel
sulfuric	schwefelhaltig
sulfurous	schwefelhaltig
sulk	schmollen
sulkily	schmollend
sulkiness	schmollen
sulky	schmollend
sullen	mürrisch
sullenly	mürrisch
sullenness	verdrießlichkeit
sulphate	sulfat
sulphur	schwefel
sulphuric	schwefelhaltig
sultan	sultan
sultrily	schwül
sultriness	schwüle
sultry	schwül
sum	summe
summarily	summarisch
summarization	zusammenfassung
summarize	zusammenfassen
summarizer	zusammenfassung
summary	zusammenfassung
summation	summe
summed	zusammengefasst
summer	sommer
summerhouse	sommerhaus
summerlike	sommerlich
summertime	sommer
summit	gipfel
summon	beschwörung
summons	ladung
sumo	sumo
sun	sonne
sunbath	sonnenbad
sunbathe	sonnenbaden
sunbather	sonnenanbeter
sunbeam	sonnenstrahl
sunbelt	sonnengürtel
sunbird	sonnenvogel
sunbonnet	sonnenhut
sunburned	sonnenbrand
sunburnt	sonnenbrand
sunburst	sonnendurchbruch
sundeck	sonnendeck
sundial	sonnenuhr
sundown	sonnenuntergang
sundress	sommerkleid
sundries	kleinigkeiten
sundry	verschiedene
sunfish	mondfisch
sunflower	sonnenblume
sunglass	sonnenbrille
sunglasses	sonnenbrille
sunglow	singlow
sunk	versunken
sunken	versunken
sunlamp	sonnenlampe
sunless	ohne sonne
sunlight	sonnenlicht
sunlit	sonnenbeschienen
sunny	sonnig
sunray	sonnenschein
sunrise	sonnenaufgang
sunroof	schiebedach
sunroom	wintergarten
sunscreen	sonnenschutz
sunset	sonnenuntergang
sunshade	sonnenschirm
sunshine	sonnenschein
sunshiny	sonnig
sunspot	sonnenfleck
sunstroke	sonnenstich
sunstruck	sonnenverwöhnt
suntan	sonnenbräune
suntanned	sonnengebräunt
super	super
superabundance	überfülle
superabundant	es gibt sie im überfluss
superb	hervorragend
superbly	hervorragend
superbowl	super bowl
supercenter	supercenter
supercharge	superladung
supercharger	kompressor
superconducting	supraleitend
superconductive	supraleitend
superconductivity	supraleitung
superconductor	supraleiter
supercontinent	superkontinent
supercritical	überkritisch
superego	über_ich
superficial	oberflächlich
superficially	oberflächlich
superfine	superfein
superfluous	überflüssig
superfluously	überflüssigerweise
superglue	sekundenkleber
superheat	überhitzung
superheated	überhitzt
superhero	superheld
superhighway	autobahn
superhuman	übermenschlich
superhumanly	übermenschlich
superimpose	überlagern
superimposed	überlagert
superimposition	überlagerung
superintendant	superintendent
superintendent	superintendent
superior	vorgesetzter
superiority	überlegenheit
superiorly	überlegen
superjet	super jet
superlative	superlativ
superman	übermensch
supermarket	supermarkt
supermodel	supermodel
supermom	super mutter
supernatural	übernatürlich
supernaturalism	übernatürlichkeit
supernaturally	übernatürlich
supernormal	übernatürlich
supernova	supernova
supersede	ersetzen
supersensitive	überempfindlich
supersensory	übersinnlich
supersize	übergröße
supersonic	überschall_
superstar	superstar
superstition	aberglaube
superstitious	abergläubisch
superstitiously	abergläubisch
superstore	supermarkt
superstructure	überbau
supertanker	superpanzer
supervision	aufsicht
supervisor	aufsicht
supervisorial	aufsichtsperson
supervisory	aufsicht
superwoman	superfrau
supper	abendessen
suppertime	abendessen
supple	geschmeidig
supplement	ergänzung
supplemental	ergänzend
supplementary	ergänzend
supplementation	ergänzung
suppleness	geschmeidigkeit
supplicating	flehentlich
supplication	flehen
supplier	anbieter
supply	liefern
support	unterstützung
supportability	unterstützbarkeit
supportable	unterstützbar
supportably	unterstützend
supporter	fan
supporting	unterstützend
supportive	unterstützend
supposable	vermutlich
suppose	vermuten
supposed	angeblich
supposedly	angeblich
supposing	vermutet
supposition	annahme
suppositional	vermutet
suppository	zäpfchen
suppress	unterdrücken
suppressant	unterdrücker
suppressed	unterdrückt
suppresser	unterdrücker
suppressible	unterdrückbar
suppression	unterdrückung
suppressive	unterdrückend
suppressor	schalldämpfer
supremacist	suprematist
supremacy	vorherrschaft
supreme	höchste
supremely	äußerst
surcharge	zuschlag
sure	sicher
surefire	todsicher
surely	sicherlich
sureness	sicherheit
surety	sicherheit
surf	surfen
surface	oberfläche
surfaced	aufgetaucht
surfacing	auftauchen
surfboard	surfbrett
surfboarding	surfen
surfer	surfer
surge	anstieg
surgeon	der chirurg
surgery	operation
surgical	chirurgisch
surgically	chirurgisch
surliness	sicherheit
surly	mürrisch
surmise	vermuten
surmised	vermutet
surmount	überwinden
surmountable	überwindbar
surmounted	überwunden
surname	nachname
surpass	übertreffen
surpassing	übertreffen
surpassingly	überragend
surplus	überschuss
surprise	überraschung
surprised	überrascht
surprising	überraschend
surprisingly	überraschenderweise
surreal	surreal
surrealism	surrealismus
surrealistic	surrealistisch
surrealistically	surrealistisch
surrender	aufgeben
surrogacy	leihmutterschaft
surrogate	surrogat
surround	umgeben
surrounded	umgeben
surrounding	umgebung
surroundings	umfeld
survey	umfrage
surveying	vermessung
surveyor	landvermesser
survivability	überlebensfähigkeit
survivable	überlebensfähig
survival	überleben
survivalist	überlebenskünstler
survive	überleben
surviving	überleben
survivor	überlebende
survivorship	überleben
susceptibility	anfälligkeit
susceptible	anfällig
susceptibly	anfälligkeit
sushi	sushi
suspect	verdächtig
suspected	vermutlich
suspend	aussetzen
suspended	ausgesetzt
suspender	aussetzen
suspenders	hosenträger
suspense	spannung
suspenseful	spannend
suspicion	verdacht
suspicious	verdächtig
suspiciously	verdächtig
suspiciousness	misstrauen
sustain	aufrechterhalten
sustainability	nachhaltigkeit
sustainable	nachhaltig
sustained	nachhaltig
sustainer	erhalter
sustaining	nachhaltig
sustainment	nachhaltigkeit
sustenance	nahrung
swab	tupfer
swaddle	wickeln
swaddling	windeln
swag	beute
swagger	stolzieren
swaggerer	prahlerei
swaggering	prahlend
swallow	schlucken
swallower	schlucker
swamp	sumpf
swampland	sumpfland
swampy	sumpfig
swan	schwan
swanky	schick
swanlike	schwanenartig
swap	tauschen
swapping	tauschen
